l_id,v_id_1,v_id_2,voltage,cables,wires,frequency,name,operator,ref,length_m,r_ohmkm,x_ohmkm,c_nfkm,i_th_max_a,from_relation,wkt_srid_4326
167961,70074,72065,380000,6,,,,,Anlage 317,9154.37275127808,,,,,'','SRID=4326;LINESTRING(9.15118605993971 49.1433395015654,9.12186794176203 49.0661311481543)'
169110,72872,72871,220000,6,2,50,Elsenz,Badenwerk,,114.650353575064,,,,,'','SRID=4326;LINESTRING(8.72890823161054 49.330864581362,8.73025069906169 49.3297788900411)'
169732,54538,73308,220000;110000,6,,50,220 kV;110 kV,RWE,,10785.974720393,,,,,'','SRID=4326;LINESTRING(8.94431382056019 49.572597598781,8.9280760717743 49.6630982094795)'
170130,49164,73591,110000,2,1,16.7,Amstetten - Plochingen,DB_Energie,,24.9215824407812,,,,,'','SRID=4326;LINESTRING(9.40268332653249 48.7104179976886,9.40304194990082 48.7102124519829)'
170415,48592,73789,380000;380000;380000,3;3;3,3,50;50;50,Pulgar,50Hertz Transmission,589,262.051764822934,,,,,'','SRID=4326;LINESTRING(12.3370048696179 51.1990432003445,12.338250760795 51.1969844981224)'
170625,49269,73937,220000;220000;220000,6;6;3,1;1;1,,Trennfeld - Aschaffenburg;2205;III;IIII,TenneT TSO GmbH,217;218,5952.73521715832,,,,,'','SRID=4326;LINESTRING(9.09627561879923 50.1193490685039,9.066033881331 50.0708583520414)'
171189,16982,74333,380000;220000,9,4;2,,Grafenrheinfeld - Raitersaich;Bergrheinfeld - Raitersaich,TenneT TSO GmbH,433;434;278,30805.9048793786,,,,,'','SRID=4326;LINESTRING(10.4437138265662 49.6551649942231,10.2844972528953 49.8978166663891)'
172521,16403,51426,220000;110000;220000,3;6;3,1;1;1,50;50,220kV Ürdingen West;110 kV Kamp Nord+Süd;220kV Utfort West,RWE,0169,110.754122550276,,,,,'','SRID=4326;LINESTRING(6.61496853751031 51.4743645668424,6.61390464383322 51.4736232522982)'
172631,16648,49035,380000;380000;110000;380000,3;9;6,4;4;1;4,,380kV Recklinghausen;380kV Recklinghausen+ANK,RWE,4358,270.66011939464,,,,,'','SRID=4326;LINESTRING(7.14029672677782 51.5585823465393,7.13808606118999 51.5605871648694)'
172632,16648,49046,110000;110000;110000;110000;220000,3;3;3;3;3,1;1;1;1;2,,110kV Herten West;110kV Herten West;110kV Herten Ost;110kV Herten Ost;Hochlarmark West,RWE,4358,33.0444609459571,,,,,'','SRID=4326;LINESTRING(7.1400668833365 51.5584843856965,7.13979699248012 51.5587291507912)'
172647,16685,52389,220000;220000;220000,3;3;3,,,,,,47.4537948958648,,,,,'','SRID=4326;LINESTRING(10.1945764402926 47.9694744953705,10.1945326187979 47.9690487289886)'
173074,19287,52340,110000;220000,6;6,2;2,50;50,,,,67.3576873744474,,,,,'','SRID=4326;LINESTRING(7.00076512965011 49.3764681657918,7.00169219644954 49.3764485707419)'
173275,21741,52042,110000;380000;110000;0,12;6;18,2;4;2;1,50;50;50,110 kV Benrath Nord|Süd; Hülsberg Nord|Süd;380 kV Oerkhaus West; St. Peter Nord,RWE,4516,50.5088564291042,,,,,'','SRID=4326;LINESTRING(7.00613172616331 51.17500018022,7.00562616258306 51.1753244103439)'
173646,43811,48857,380000;380000,3;3,4;4,50;50,513;509,50Hertz Transmission,513,40.4562973123027,,,,,'','SRID=4326;LINESTRING(13.1429089733001 53.9062858265618,13.1429138740581 53.9059223599584)'
173805,49505,69721,220000;220000;220000;110000,6;3,2;2;1,50,Oberbrunn - Oberbachern,TenneT TSO GmbH,269;270,12.848738657662,,,,,'','SRID=4326;LINESTRING(11.3687507100641 48.2896512890139,11.3687656644707 48.2897664076544)'
174378,70241,51560,110000;220000;110000;220000;110000;220000;110000;220000,6;15;13;15;3,2;4;1;2;1;2;1;2,50;50;50;50;50,110 kV Nievenheim Ost|West;220 kV Norf Ost; 110 kV Nievenheim Ost|West;220 kV Norf Ost; 110 kV Nievenheim Ost|West;220 kV Norf Ost,RWE,2447,2622.37148875918,,,,,'','SRID=4326;LINESTRING(6.80133715005736 51.123842007134,6.77375915598029 51.1425182774372)'
174383,16977,70180,380000;380000;110000;380000;110000;380000,6;6;6;6;6;6,2;2;1;2;1;2,50;50;50;50;50;50,303 UW Wilster - UW Audorf;303;121;303;121;303,TenneT,303,50790.3470133853,,,,,'','SRID=4326;LINESTRING(9.3448032994495 53.921859212674,9.72598064299442 54.2894372497235)'
174392,48788,48621,110000;220000;110000;220000;110000;220000;110000,3;6;6;6,1;2;1;1;1,50;50,Götterswick Süd + Wesel Ost;220 kV Wesel Ost; 110 kV Götterswick Süd;Götterswick Süd + Wesel Ost,RWE,2339,9150.70613874875,,,,,'','SRID=4326;LINESTRING(6.5878823625046 51.5592379995823,6.64433141698033 51.5126832686941)'
174485,16485,16567,380000;380000;380000;380000;380000,3;3;3;6;3,4;4;4,50;50;50;50;50,Leitung 3018;Leitung 3018;Leitung 3018;Leitung 3018;Leitung 3018,TenneT,3018,45238.0682642581,,,,,'','SRID=4326;LINESTRING(8.57123182656049 52.1053816676144,8.9396926172441 52.4030332405173)'
174523,50157,17118,220000;220000;220000,6;3;3,2;2;2,50;50;50,220 kV Lüdershagen - Bentwisch - Güstrow;318;317,50Hertz Transmission,317;318,64963.064703128,,,,,'','SRID=4326;LINESTRING(12.2188089462783 54.1129809662942,13.0786800019857 54.2848502590294)'
174659,18567,49016,380000;380000;380000,3;3;6,4;4;4,50;50;50,380kV Gütersloh Süd;380kV Gersteinwerk Ost;380kV Gersteinwerk Ost+Gütersloh Süd,RWE,4373,14166.39602825,,,,,'','SRID=4326;LINESTRING(7.99290430064441 51.6836915536179,7.83447906368521 51.752343780904)'
174660,20086,16602,220000;220000;220000;220000;220000,3;3;6;3;3,1;1;1;2;2,50;50;50,Altheim - Sittling;Altheim - Sittling;Altheim - Sittling;AHM-SIT;AHM-SIT,TenneT TSO GmbH,219,45266.0149730678,,,,,'','SRID=4326;LINESTRING(12.2208353828608 48.5857330038548,11.7922769960326 48.8380990046628)'
174714,17397,51086,220000;220000;110000;0,6;12;1,,,Anlage 326; MARBA-PFABR;Fernmelde-Luftkabel,,,8618.36892624333,,,,,'','SRID=4326;LINESTRING(9.37886828860009 48.8797896589396,9.27258526466752 48.9163100935204)'
174719,16359,49102,380000;380000;380000;380000;380000,3;3;6;6;6,4;4;4;4;4,50;50,380kV Kusenhorst;380kV Kusenhorst;380kV Scholven F;380kV Scholven F;380kV Kusenhorst+Scholven F,Amprion,4579,313.106305152559,,,,,'','SRID=4326;LINESTRING(7.02345297112589 51.6256937960974,7.02893450575575 51.6257019634984)'
174729,18567,50934,380000;380000;380000,6;3;3,4;4;4,50;50;50,380kV Geithe West+Lippborg Tr412;380kV Geithe West;380kV Lippborg Trafo 412,RWE,4345,973.037742418771,,,,,'','SRID=4326;LINESTRING(7.99290430064441 51.6836915536179,7.98187840842773 51.6766515664854)'
174753,70241,17355,220000;220000;220000,6;12;6,2,50,220 kV Frimmersdorf 5e; Norf West; Zons Nord,RWE,2398,2967.92396066871,,,,,'','SRID=4326;LINESTRING(6.80133715005736 51.123842007134,6.77245049011389 51.1470618221457)'
174813,50248,16377,220000;220000;220000,3;6;3,,50;50;50,'203 Eula;203 Röhrsdorf - Eula, 207 Röhrsdorf - Weida;207 Weida',50Hertz Transmission,203,40971.4521829046,,,,,'','SRID=4326;LINESTRING(12.5667175624965 51.0781506631211,12.8133594314528 50.8578739115641)'
175095,49191,24363,110000;110000;110000;110000;110000,3;6;3;3;3,1;1;1;1;1,50;50;50;50;50,,Thüringer_Energienetze,'=E11, Ltg KH-ATF 3',338.58973957655,,,,,'','SRID=4326;LINESTRING(10.9884483057114 50.5699143795256,10.9909064518055 50.5735635317217)'
175286,50825,70203,220000;220000;220000;220000,3;3;9;12,2,50;50;50;50,Anlage 342;2x 220 kV,EnBW,342,1222.3090023328,,,,,'','SRID=4326;LINESTRING(9.20917498539209 49.0306374025912,9.20403331216041 49.0424158811086)'
175350,70074,50466,380000;380000,6,4,,,,Anlage 349,781.474961986551,,,,,'','SRID=4326;LINESTRING(9.15118605993971 49.1433395015654,9.14324403342942 49.149929091438)'
175562,70142,49991,380000;380000,6;3,2;2,50;50,Dellmensingen - Niederstotzingen (-Rotensohl);Dellmensingen - Niederstotzingen - Rotensohl,EnBW,0329,201.81191146805,,,,,'','SRID=4326;LINESTRING(10.2315271951564 48.5297331313644,10.2350870622995 48.5299358074184)'
175691,70032,55040,380000;380000;380000,3;6;3,4;4;4,50;50;50,'547;547, 548;548',50Hertz,547,38422.8273664874,,,,,'','SRID=4326;LINESTRING(14.4282090627009 51.8888221692937,14.5112016636857 52.1616046052254)'
175696,48945,16601,110000;110000;110000,6;3;3,1;1;1,,Eltmann - Haßfurt;Eltmann - Knetzgau,,123;150,488.392445673376,,,,,'','SRID=4326;LINESTRING(10.6606693180428 49.9752226171771,10.6643544367682 49.9799579406016)'
175892,16755,48307,380000;380000;380000,3;3;6,3;3;3,50;50;50,'493;494;493, 494',50Hertz Transmission,493,99210.6917011664,,,,,'','SRID=4326;LINESTRING(11.6388595511177 52.2687327580152,12.9041527208171 52.5964457887893)'
176243,51209,51267,380000;110000;380000;380000;110000,12;6;12,4;1;4;4;1,50;50;50,380 kV Siegtal Nord|Süd; 110 kV Ittenbach Nord|Süd;380 kV Siegtal Nord|Süd;380 kV Siegtal Nord|Süd; 110 kV Ittenbach Nord|Süd,RWE,4104,918.324548811878,,,,,'','SRID=4326;LINESTRING(7.29985552583126 50.7582865866844,7.31235270840087 50.7559431033993)'
176260,48881,16499,380000;380000;380000;380000;380000,3;3;3;6;3,,50;50,,,,234.213792371098,,,,,'','SRID=4326;LINESTRING(8.66044672976759 51.9959151786273,8.6593496326923 51.9996166081899)'
176320,49029,49026,110000;110000,6;6,1;1,50;50,110kV Vohwinkelstr West;110kV Rotthausen West,RWE,0795,509.14129893806,,,,,'','SRID=4326;LINESTRING(7.14165007704147 51.5134774047593,7.14185570141001 51.5131476764497)'
176352,16648,49037,220000;110000;220000;110000;110000,9;3;6;6,2;1;2;1;1,,Hochlarmark West;110kV Bochum-Wanne Ost+West;110kV Bochum-Wanne Ost+West,RWE,2629,264.31830592174,,,,,'','SRID=4326;LINESTRING(7.14063453190141 51.5572476198047,7.1378237929203 51.5537614789583)'
176361,50338,17532,220000;110000;220000;110000;220000;110000,6;12;6,2;1;2;1;2,50;50;50,,Amprion,2432,8050.69707545937,,,,,'','SRID=4326;LINESTRING(8.27759203202966 52.282402866531,8.30806409574489 52.3456216561175)'
176436,48496,23122,220000;220000;220000;220000;220000,3;3;6;3;3,2;2;2,50;50;50;50;50,,TenneT,208,42970.6498127117,,,,,'','SRID=4326;LINESTRING(10.0361687970235 53.8034600928007,10.6415011992739 53.9191079773371)'
176498,51787,19782,220000;220000;220000;220000,12;3;6;6,2;2;2;2,50,220kV Laer West;220kV Pöppinghausen Ost+Haarstrang Ost;220kV Laer West + ANK,RWE,2652,1946.44705502665,,,,,'','SRID=4326;LINESTRING(7.29583152251605 51.4564321980179,7.27894550476066 51.4722703777908)'
176549,69644,16573,110000;110000;110000;110000;0;0,3;3;3;6;0;0,1,,110kV;110kV Oege 1;110kV Oege 2,markE,Oe1+Oe2,9686.7028690272,,,,,'','SRID=4326;LINESTRING(7.59764642125137 51.3474174557822,7.50588449940944 51.4016290427383)'
176669,24696,51743,380000;110000;380000;110000,6;6;15,2;4;2;1,50;50;50,,RWE,4563,15249.5851926631,,,,,'','SRID=4326;LINESTRING(7.86403945083049 50.7684190591778,7.74205688382538 50.8745258042128)'
176726,51909,70067,380000;220000;110000;110000;380000;220000,3;6;3;6;9,4;2;4;2,50;50;50;50,380kV Knechtsteden West;220kV Neurath 1a+Osterath West;110kV Willich Nord,RWE,0929,383.779102260645,,,,,'','SRID=4326;LINESTRING(6.62672389842241 51.2542525872206,6.62486159433909 51.2599257813061)'
176738,16403,48607,110000;110000;110000,6;3;3,1;1;1,50;50;50,110kV Neukirchen Ost+Repelen West;110kV Neukirchen Ost+Repelen West;110kV Neukirchen Ost+Repelen West,RWE,,509.443504312438,,,,,'','SRID=4326;LINESTRING(6.61743916756048 51.4757023701239,6.61109267348956 51.4709956023626)'
176766,52258,70309,380000;380000,6;6,,50,,,,2961.7822318916,,,,,'','SRID=4326;LINESTRING(7.87221162938478 47.6032427153212,7.84003617443767 47.5860754197558)'
176769,54983,25022,110000;110000;380000;380000;110000,3;3;6;12,2;2;4;4,50;50;50;50,110kV Lennep West;110kV Lennep Ost;380kV Dauersberg West+Leichlingen Ost;RWE 4562 Ronsdorf - Bomig,RWE,4561,1213.6173365704,,,,,'','SRID=4326;LINESTRING(7.23290552501028 51.2260385877182,7.21580009557661 51.2210060278266)'
176774,69393,48303,220000;220000;220000,3;3;6,2;2;2,50;50;50,'295;293;293, 295',50Hertz Transmission,295,2395.84976998046,,,,,'','SRID=4326;LINESTRING(13.2061720030044 52.6571370786562,13.2106471159753 52.6792569691444)'
176888,49130,16675,220000;220000;110000;220000;110000;220000;110000;220000;110000;110000,3;3;3;12;3;3;3;3;3,1;1;1;4;1;1;1;1;1;1,50;50;50;50;50;50;50;50;50,,TenneT,316A,460.753884221901,,,,,'','SRID=4326;LINESTRING(9.77314028520276 53.6950714960581,9.77658329728219 53.6906257595232)'
176909,16446,25131,0;220000;0;220000;220000;220000,3;6;3;3;3;3,1;1;1;1;1;1,0;50;0;50;50;50,Atlantic ?;212;Maade ?;Atlantic gelb;Maade gelb;Atlantic gelb,TenneT,212,360.866342520716,,,,,'','SRID=4326;LINESTRING(8.12269355233284 53.5604852397308,8.1221567484743 53.5658316703247)'
176933,69721,49507,380000;380000;380000,3;3;6,2;2;2,,,TenneT TSO GmbH,'461,462',313.482025049948,,,,,'','SRID=4326;LINESTRING(11.370650996288 48.2914464810212,11.3747928684966 48.2935220768734)'
176939,30311,19101,220000;220000;220000,3;6;3,1;1;1,,,Austrian Power Grid AG,237,24248.9928805303,,,,,'','SRID=4326;LINESTRING(13.4428550481047 48.4345462247465,13.7106853313631 48.5193048377351)'
176950,49336,69371,380000;380000;220000;380000,3;6;3,4;4;4,50;50;50,(526);525; 526;525,50Hertz,526,204.363934796396,,,,,'','SRID=4326;LINESTRING(12.947868245972 52.5618886090733,12.9417262052397 52.5621020993505)'
176969,18581,50646,110000;380000;380000;110000,6;6;12,2;1;4;4,50;50;50,110kV Enniger - Gütersloh Nord+Süd,RWE,1542,4018.43215701704,,,,,'','SRID=4326;LINESTRING(7.99392025868091 51.8230845961567,8.05047654830048 51.8329543962519)'
176987,49274,16745,110000;110000;110000,,,50,110kV Enniger-Gütersloh Nord+Süd;110kV Enniger-Gütersloh Süd;110kV Enniger-Gütersloh Nord,RWE,1542,1603.88755066052,,,,,'','SRID=4326;LINESTRING(8.34491968459607 51.9175356811635,8.36422517775705 51.9270354615835)'
177085,16618,48980,380000;380000;380000;380000;380000;380000;380000,3;3;3;9;3;3;3,2;4;4;2;4,50;50;50;50;50,380 kV Niederaußem 6f|7g;380 kV Niederaußem 6f|7g|8h;380 kV Niederaußem 8h;380 kV Niederaußem 6f|7g;380 kV Niederaußem 8h,RWE,4589,280.831011213244,,,,,'','SRID=4326;LINESTRING(6.70247486113495 51.0089107062355,6.69706602758775 51.003909289926)'
177089,70037,49536,380000;380000;380000,3;3;6,4;4;4,50;50;50,,TenneT,,17459.3919188146,,,,,'','SRID=4326;LINESTRING(10.4150839967628 53.4128119969258,10.2836219591221 53.288664966286)'
177112,73800,16894,220000;110000;220000;220000,12;6;6,2;1;2;2,50;50;50,220 kV Merheim Ost|West; 110 kV Springborn Ost|West;220 kV Merheim Ost|West;220 kV Merheim Ost|West,RWE,2380,2795.0885741516,,,,,'','SRID=4326;LINESTRING(7.02898087271527 50.9748723526563,7.02355536868255 50.9990243522156)'
177168,48950,16602,110000;220000;110000;220000,6;12;6,2;2;2,50;50,Rid Sit;Diet Sit;Ingolstadt - Sittling;Riedenburg - Sittling;Dietfurt - Sittling;Ingolstadt - Sittling,E.ON Netz GmbH,148;149,4141.88182228005,,,,,'','SRID=4326;LINESTRING(11.7373124929794 48.8510073022295,11.7922769960326 48.8380990046628)'
177240,17089,54875,380000;380000;380000;380000,3;3;3;6,4;4;3,50;50;50;50,Eisenach;Mecklar;Vieselbach;3026 Mecklar - Vieselbach/Eisenach,TenneT,3026,3826.4097654594,,,,,'','SRID=4326;LINESTRING(9.74619344509391 50.9168530378197,9.76679638266631 50.9479408899866)'
177269,52386,16685,220000;220000;220000,6;3;3,,,,LEW,,261.61816800975,,,,,'','SRID=4326;LINESTRING(10.1966290171765 47.967320310932,10.194941267592 47.9709578480861)'
177345,16549,53710,380000;380000;380000;380000;380000,3;3;6;3;3,4;4;4;4;4,,E;F;E;F;E;F,50Hertz Transmission,E,25145.0061527872,,,,,'','SRID=4326;LINESTRING(9.50180207384787 53.5429366492302,9.86236625928169 53.4921694764991)'
177391,51083,70345,220000;220000;110000;110000,6;12;6,,,Anlage 340,,,222.174920740202,,,,,'','SRID=4326;LINESTRING(9.2365991137118 48.9238058728457,9.23640271032498 48.9269661665689)'
177531,50926,18567,380000;380000;380000,3;3;6,4;4;4,50;50;50,380kV Sauerland Nord;380kV Arpe West;380kV Arpe West+Sauerland Nord,RWE,4315,2958.67538345126,,,,,'','SRID=4326;LINESTRING(7.99724166591133 51.656814276994,7.99290430064441 51.6836915536179)'
177614,70168,53569,110000;110000,6;6,1;1,50,,RWE,2617,178.972434196255,,,,,'','SRID=4326;LINESTRING(7.71587472782178 51.6746596478838,7.70300622010942 51.6784009857526)'
177697,54692,32477,110000;380000;220000;380000;220000,3;9;9,1;4;2;4;2,50;50,380 kV Gilzem Ost; Uchtelfangen West; 220 kV Osburg;380 kV Gilzem Ost; Uchtelfangen West; 220 kV Osburg,Westnetz,4553,9462.6269416688,,,,,'','SRID=4326;LINESTRING(6.79342579283246 49.8192669865322,6.82317868978318 49.7433558165976)'
177740,54756,30022,110000;220000;110000;220000;110000,6;12;6,2;1;2;1,,,RWE,2458,6781.94681828836,,,,,'','SRID=4326;LINESTRING(8.04358108017958 50.7851108739646,8.09736664348528 50.822027035366)'
177873,54541,16300,220000;110000;220000;110000;220000;110000;220000;110000;220000;110000;110000,6;6;6;6;6;3,,50;50;50;50;50,220 kV;110 kV;220 kV;110 kV;220 kV;110 kV;220 kV;110 kV;220 kV;110 kV,RWE,,9378.89124650427,,,,,'','SRID=4326;LINESTRING(8.84209470404329 49.9199994791716,8.80025987436821 49.8405201340222)'
177905,18090,70298,380000;380000;380000;380000;380000;380000,3;3;9;3;3;3,4;4;4;4;4,50;50;50;50;50;50,Kühmoos - Daxlanden;Kühmoos - Daxlanden;Kühmoos - Daxlanden;Kühmoos - Daxlanden;Kühmoos - Daxlanden,EnBW;Amprion,7510,38755.9604847745,,,,,'','SRID=4326;LINESTRING(7.58911887543524 47.8069332652549,7.75270715155948 48.0978639046328)'
177927,16877,70098,220000;220000;220000;220000;220000,3;6;3;3;3,2;2;2,50;50;50,Leitung 2016;Leitung 2016;Leitung 2016;Leitung 2016;Leitung 2016,TenneT,2016,630.977058278843,,,,,'','SRID=4326;LINESTRING(9.12526389159016 52.538263425925,9.11366716486098 52.5459026576161)'
177953,17472,25122,380000;380000;380000,6;3;3,3;3;3,50;50;50,'585,586 Eula - Streumen;Streumen-Eula;Streumen-Eula',50Hertz Transmission,585;586,83338.3224765307,,,,,'','SRID=4326;LINESTRING(12.5181586816551 51.1570965172034,13.3823862155837 51.3561064690367)'
178058,25055,17918,380000;380000;380000;380000;380000;380000;380000;380000;380000,3;6;6;3;3;3;3;3;12,3;3;3,50;50;50;50;50;50;50;50;50,'532;531, 532;531',50Hertz,532,179118.65876925,,,,,'','SRID=4326;LINESTRING(13.902474934826 51.8747240353723,11.6441818009079 51.9085130247025)'
178060,16755,49884,220000;220000,6;6,2;2,50;50,'331,332;331, 332',50 Hertz Transmission,342,102613.743052388,,,,,'','SRID=4326;LINESTRING(11.6388595511177 52.2687327580152,11.8814636194861 53.0833092037835)'
178120,72197,16637,220000;380000;220000;380000,3;6;3,1;2;1;2,,Pleinting - Schwandorf;Pleinting - Plattling - Schwandorf;Pleinting - Plattling - Schwandorf,TenneT TSO GmbH,226,18515.2936157826,,,,,'','SRID=4326;LINESTRING(12.8939821492094 48.7325601578927,13.1033128822071 48.6668160944141)'
178154,18466,49971,380000;380000;380000;380000;380000;380000;380000,3;6;3;6;3;3;3,4;4;4;4;4,,Donau-Ost;Donau-Ost;Donau Ost;Donau West;Donau-Ost;Donau West,RWE,4528,14898.2789516622,,,,,'','SRID=4326;LINESTRING(9.88562710780253 48.3041011265161,10.0648626041658 48.2723967965497)'
178193,54238,70074,110000,3,2,,,EVS AG,Anlage 320,103.880621703395,,,,,'','SRID=4326;LINESTRING(9.1518429768236 49.1461589700587,9.15118605993971 49.1433395015654)'
178205,49922,17258,220000;110000;110000,3;6;3,,,'GLE-MEZ 110 kV, BON-MEZ/ABZ 110 kV;GLE-MEZ 110 kV, BON-MEZ/ABZ 110 kV',EnBW,,100.394414470209,,,,,'','SRID=4326;LINESTRING(9.27178324878186 48.5514818894357,9.27446758525203 48.5496782166131)'
178240,49011,70168,380000;380000;380000;380000,3;6;3;12,4;4;4;4;2,50;50;50;50,380kV Gersteinwerk Ost;380kV Gersteinwerk Ost+Uentrop Nord;380kV Uentrop Nord,RWE,4325,12281.7352139943,,,,,'','SRID=4326;LINESTRING(7.82599052323945 51.7500676098869,7.71587472782178 51.6746596478838)'
178256,72845,24682,220000;380000;220000;220000;380000;380000,3;9;3;3;3,,50;50;50;50;50,,,,3609.82347814824,,,,,'','SRID=4326;LINESTRING(8.2748196212451 49.0173790096076,8.3135197430278 49.0090092094419)'
178387,50171,50172,220000;110000,12,4;1,50,,EnBW,,4347.82535749372,,,,,'','SRID=4326;LINESTRING(8.37638362658 48.9747843008538,8.4250901016219 48.9614116911868)'
178399,48469,16322,220000;380000;380000;380000;380000,3;3;3;3;3,2;4;4;4;4,50;50;50;50;50,G;H;G;H,TenneT,203,457.405439597072,,,,,'','SRID=4326;LINESTRING(9.98045887636357 53.7450907669697,9.98468123390478 53.7412415213185)'
178410,16347,73505,220000;220000;110000;110000,6;10;3;4,4;2;2,50;16.7;16.7,'Anlage 373 ; NWH-SEE 220 kV, NWH-MUL 220 kV, Bahnstrom Neckarwestheim - Stuttgart-Zazenhausen;Bahnstrom Neckarwestheim - Stuttgart-Zazenhausen',EnBW,Neckarwestheim - Stuttgart-Zazenhausen,1215.19185871299,,,,,'','SRID=4326;LINESTRING(9.21567500408976 48.8523056758177,9.23106127438058 48.8588912547973)'
178475,53233,59252,110000;220000;110000;220000;220000,3;6;6;3,1;1;1;1,50;50;50;50,110 kV Konz;220 kV Saar Nord; 110 kV Konz;220 kV Saar Nord;220 kV Saar Nord,Westnetz,2326,7758.71853108986,,,,,'','SRID=4326;LINESTRING(6.57880551537927 49.7699209693569,6.55906476751616 49.7062394881271)'
178521,52704,29472,220000;110000,6,,,,,,10427.8758622669,,,,,'','SRID=4326;LINESTRING(10.0481140546826 49.1000980052388,10.0490607515467 49.0123894253146)'
178570,20419,17242,220000,3,,,,Lechwerke,,26481.8273787322,,,,,'','SRID=4326;LINESTRING(10.4937334029242 48.2473351692675,10.8409361641256 48.237924962967)'
70229,16324,16326,110000;110000;110000,6;6;6,1;1;1,50;50;50,110 kV Leverkusen Ost|West;110 kV Leverkusen Ost|West;110 kV Leverkusen Ost|West,RWE,0016,4012.05454834379,,,,,'','SRID=4326;LINESTRING(6.96562913861033 51.0692894233333,6.97593071387966 51.0376050362798)'
70263,70041,70158,220000;220000,3;3,1,50,Leitung 2026;Leitung 2026,TenneT,,14104.3232554052,,,,,'','SRID=4326;LINESTRING(10.0906198164644 52.314337337281,9.91802185575851 52.3799541938837)'
70309,49019,49012,380000;380000,6;6,4;4,,380kV Uentrop Nord+ANK;380kV Uentrop Nord,RWE,4307,22527.4484886618,,,,,'','SRID=4326;LINESTRING(7.63897718126629 51.8886904017276,7.83143009177938 51.7538423129314)'
70400,17370,50258,110000;220000,3;3,1;1,50;50,1228;1228,transpower,1228,20337.745218365,,,,,'','SRID=4326;LINESTRING(9.06881633838767 53.5665845173029,9.34237268414491 53.641415596735)'
70642,16731,48720,380000;380000,6;9,2;2,,Irsching - Ottenhofen;Oberbachern - Ottenhofen;Irsching - Ottenhofen;Oberbachern - Ottenhofen,TenneT TSO GmbH,421;461,4331.54788267791,,,,,'','SRID=4326;LINESTRING(11.8681658771207 48.2067732159805,11.8270469135092 48.227229589515)'
70840,23549,70030,380000;380000;380000;380000,3;6,3;3,50;50;50;50,'301, 302;Berlin/Marzahn;495, 496',50Hertz Transmission,301;302,16299.1408165314,,,,,'','SRID=4326;LINESTRING(13.7095319040861 52.5398287142077,13.524281064643 52.5351981360662)'
70857,70203,50822,220000;220000,9;9,,50;50,Anlage 373;Anlage 373,EnBW,,1184.99628211476,,,,,'','SRID=4326;LINESTRING(9.20403331216041 49.0424158811086,9.20969906252884 49.0309357816209)'
70860,50129,52653,220000;220000,6;6,4;4,50;50,'220 kV Frimmersdorf 5e;Frimmersdorf 5e,Frimmersdorf 6f',RWE,4517,2827.57589618565,,,,,'','SRID=4326;LINESTRING(6.62509255786645 51.0563197648559,6.58749258350282 51.0532408975873)'
71157,49909,70254,220000;110000;220000;110000,6;6,2;2,50;50,212 Brunsbüttel-Itzehoe/West;212 Brunsbüttel-Itzehoe/West,TenneT;EON_Netz,212;136,15372.0645760799,,,,,'','SRID=4326;LINESTRING(9.24382839579228 53.8979165119693,9.44943467885108 53.9670755867182)'
71270,70183,51794,380000;0;380000,6;3,4;4,50;50,380kV Kemnade Süd+ANK;380kV Kemnade Süd,RWE,,558.538653097009,,,,,'','SRID=4326;LINESTRING(7.31439374651719 51.4460531903066,7.3081660201877 51.4518635792888)'
72490,17472,50249,220000;220000,3;6,,50;50,'203 Eula - Röhrsdorf;203 Eula - Röhrsdorf, 208 Eula - Weida',50Hertz Transmission,203,10237.3339651088,,,,,'','SRID=4326;LINESTRING(12.5181586816551 51.1570965172034,12.5653764676089 51.0791247083212)'
72058,70904,54156,380000;380000;380000,6;6;9,4;4;4,50;50;50,380 kV Neurath 4d|5e;380 kV Neurath 4d|5e;380 kV Neurath 4d|5e,RWE,4195,1534.90274224508,,,,,'','SRID=4326;LINESTRING(6.62457280003915 51.0367860049099,6.65624729972959 51.0365834812297)'
72175,73959,54773,220000;110000;220000;110000,12;12,4;2;1;4;2;1,50;50,,EnBW,5220,9208.47699392491,,,,,'','SRID=4326;LINESTRING(8.60497232847435 49.3703244928915,8.55015876570567 49.432430216199)'
72298,51404,20603,220000;220000,6;3,2;2,50;50,220kV Eiserfeld Ltg;220kV Eiserfeld Ltg,Amprion,2442,575.368441935821,,,,,'','SRID=4326;LINESTRING(7.9831177241937 50.8478856735907,7.98513586462506 50.8422318690621)'
72754,50825,70078,220000;220000,4;6,2,50,Nord-Süd-Leitung RWE,RWE,4507,13290.0045813233,,,,,'','SRID=4326;LINESTRING(9.20917498539209 49.0306374025912,9.19488886925179 48.9134592223643)'
72843,50854,34451,380000;380000,3;6,,50,2x 380 kV,Transnet BW,,788.928762511113,,,,,'','SRID=4326;LINESTRING(8.5742251711564 49.1304067001185,8.56214173861232 49.1329556343469)'
73090,70125,58739,380000;380000,6;3,4;4,,521; 522;522,,,206.321218134233,,,,,'','SRID=4326;LINESTRING(13.3041226100962 52.2308385756434,13.3083903765891 52.2273245067774)'
75493,50915,70214,380000,6,4,,Untermain Süd; Karlstein Süd,RWE,4186; Untermain Süd(weis); Karlstein Süd(gelb),3391.73199077296,,,,,'','SRID=4326;LINESTRING(8.97930697380084 50.0615349603856,8.95872398704777 50.082621680098)'
